exporter	gdppc_start	gdppc_end	gdppcppp_start	gdppcppp_end	nat_res_share_increase	export_share_increase	regqual	govteffectiv	polstab	rulelaw	corrupt	voice	diversity_rca	diversity_rpop	eci_rca	eci_rpop	fitness12_rca	fitness12_rpop	ann_rca	ann_rpop	var_rca	var_rpop	moran_rca	moran_rpop
CHE	86605.5633762421	80449.9945127739	61902.1624060426	66910.5737007273	-3.127462805571999e-05	0.007589517737758058	1.6787801980972277	1.9240737855434427	1.380617737770085	1.8375536501407599	2.116624891757965	1.6025	195	893	2.2526314874527134	0.9063875794940496	2.857309237284317	3.347814714616039	0.9133160760097973	0.4208815305042475	0.3287403355737434	1.2200560028350238	0.0414524526814201	0.0167839344211583
CHL	14670.996760602	14999.3700885512	22786.6556023986	24548.1876999972	-0.029664188616738	-0.04671249246462697	1.4958679080009425	1.2343802154064176	0.3987287282943728	1.3896892666816703	1.53518408536911	1.08	115	371	-0.1888161687174561	0.5306505417450468	0.5082642526495026	0.9461657929038696	0.8971844696107181	0.6344206376553532	0.2318651920119256	0.4831155236213413	0.0234766410219854	0.0146761073038828
CHN	7678.59948587483	8879.43866711346	12549.7718312938	14344.4212394407	-0.0097066316098707	-0.03817783919131802	-0.25830515101552026	0.10954097355715925	-0.5518027096986773	-0.4866984114050865	-0.4103089049458505	-1.6325	445	672	1.1931492064453773	1.034077491907324	5.43660145538491	2.640729988049818	0.4920273030090967	0.4836861864490111	0.3610753963294733	1.0011142013282748	0.0512287555606446	0.0168215743025087
CIV	1561.46365461434	2111.02707557541	3127.4791681667	4830.75170129491	-0.037134485109097705	-0.143545291848889	-0.7413282096385957	-1.003269150853155	-1.1887883841991425	-0.9612226933240884	-0.7494965940713895	-0.78	76	68	-0.7019925477907849	-0.7896478078733852	0.1581558107524071	0.0607820178059458	1.0468864450800757	1.233767117523188	0.3192760420918406	0.0678412960081776	0.0190512085928663	0.0118309895656623
CMR	1542.62026621531	1425.10781805333	3185.3551485686	3554.5251558947	-0.014628656453242099	-0.06354157717408902	-0.8894244730472567	-0.8744628578424455	-0.7104237675666816	-1.0158501267433164	-1.1940070986747724	-1.0074999999999998	51	27	-0.8191203983192917	-1.676421312261083	0.0691995697062999	0.0073218574163137	1.1765382852271464	1.7842735336217896	0.255740181779989	0.0426399616132016	0.0127156058361181	0.0061013858981278
COD	486.787081921552	467.07423746489	849.760795523223	1059.8107753086	-0.016926242025758	-0.015816666723602994							32	12	-1.2312993470802631	-1.3506436019322832	0.0405233638419882	0.0043310026742175	1.441947188839228	1.938694417990107	0.1019131540028133	0.0288376151180033	0.0124906312315363	0.0075782077928528
COG	3754.1954669562	2191.22043789319	5888.28297350804	4274.29641446159	-0.0002442892145739961	0.03986721110469602	-1.2930766046047224	-1.15886637568474	-0.41958298534154903	-1.1418964266777047	-1.1657891273498548	-1.125	26	60	-1.1527118437597623	-0.4250873284014207	0.0217468666960936	0.0627673344126498	1.5127438149896593	1.236123283115581	0.117668357355746	0.1915415147429099	0.0088047326458323	0.0047915624960267
COL	8114.3439208516	6376.70671552601	13307.4245015783	14219.5328183657	-0.023824010184785704	-0.014894593612504003	0.4147604778409005	0.008158248849213002	-1.2732579708099374	-0.3268725275993347	-0.3625191301107407	-0.060000000000000005	100	177	0.2412695146198948	0.4008250805437017	0.4674590216030339	0.3810063426852388	0.7696483766391433	0.8653171497999679	0.4331725160219511	0.4903475553934735	0.0079794628999407	0.0035855043609414
CRI	10547.1518593556	11814.6265687665	15622.930477768	19749.1674363682	-0.0034370370560742013	0.005089017555173001	0.5299027487635612	0.42929559201002154	0.60050368309021	0.5208042487502098	0.6621391922235491	1.09	79	324	0.1464961100683065	0.489113071582047	0.3331113635426033	0.8090743468417022	0.917060915889984	0.5287687375163479	0.4160426545303629	0.8957875448835161	0.0103986432953629	0.01557313126287
CUB	7133.34209494342	8541.2106734664			-0.015356112393144978	-0.07543019210753	-1.524030774831775	-0.3167155245319007	0.3757542744278908	-0.68782539665699	0.17404683679342298	-1.535	62	27	0.0710974702932895	-0.1853254126378133	0.2790252141712979	0.0246833977916501	0.9773554157490126	1.519396734919605	0.2076652959680489	0.0688892269512977	0.0070539531165545	0.0006481532401698
CUW	20258.0096948833	19457.5315232205	25379.297699527	25475.4896636129	0.0								23	332	-0.5518860635244335	0.7492581771184662	0.0200634973300814	0.8992352794273435	1.6037023377097646	0.5707405453968591	0.2085993634647793	0.873767289447238	0.0092674087699178	0.0071157116105527
CYP	27129.6261211298	26338.6943443136	30042.8271061311	37766.901656904	-0.00061429707055779	0.07470718989563395	1.095787957310677	1.3654619753360748	0.5895849466323856	1.0715598762035374	1.1097588986158364	1.0175	168	544	0.6902910794476562	0.7144160473327128	1.0057941286535943	1.6498827999171697	0.5844829922556057	0.4173080174417887	0.3170534690031696	0.9258400696979292	0.009492644404312	0.0067245870867232
CZE	19890.9199056648	20636.199952435	32502.4753540118	38948.8629930003	5.54011937683202e-05	-0.02927135076266694	1.0879187583923349	0.9423286318778983	1.0594981908798222	1.0676807761192326	0.3026638850569725	1.0	338	913	1.7947304350408442	0.9046829931771936	3.9310802040261	3.360811887516113	0.5277549139705633	0.3550454812963194	0.5652244369869042	1.193730211224646	0.0291333482352494	0.0146547621362822
DEU	47959.9932737599	44552.8193719078	47011.5510935131	53121.9876792716	-0.00026043446184557993	0.015849110995264013	1.586760878562925	1.6055604219436648	0.8677525222301485	1.69686299562454	1.8062601089477552	1.3975	461	979	2.031964823823454	0.8354172683549778	5.902063016581434	3.581088752570969	0.5520916011987894	0.2813816835983048	0.5579861682762051	1.0661131749681592	0.0606701614676173	0.0117102330942038
DJI	2464.32784119361	2914.38385631251	4289.08674752945	4885.22056254083	-0.002157921616478651	-0.10545945202650017	-0.5049548000097275	-0.9869214594364154	-0.133524330332875	-0.8111322373151777	-0.5034638792276385	-1.4349999999999998	62	28	-0.4626645720215498	-1.558377724805967	0.1593412209578533	0.0063620269439224	1.111354286070132	1.3866025242140043	0.3793848484910951	0.0509659874421085	0.0127692468717015	0.0061904862755809
DNK	62548.9847332908	57610.0981801136	47901.4473627066	55533.4473453486	-0.005057391319720591	0.004642373465063017	1.8022543489933	1.9742771983146674	0.981554225087165	1.9483613669872275	2.3594173192977874	1.6025	326	907	1.1856892059005473	0.8849170714698517	2.809476763871752	3.279986873620796	0.3968284875211518	0.3525167600303028	0.5539883115986395	1.1980938875708225	0.0153975948724589	0.0219182652720883
DOM	6608.82810180769	7609.33879952227	13475.0164700416	16735.3325859465	-0.001739449310197201	-0.014692452176792017	-0.101898736320436	-0.5009397938847542	0.15131203673809074	-0.599809281527996	-0.8406863659620282	0.13	185	222	-0.1133971527328569	0.096081705908887	0.7255617145284864	0.3801137354286428	0.7179548876348752	0.793015758224263	0.4224729812480499	0.5089316492593966	0.0283812475621981	0.0203939584256791
DZA	5494.3523360423	4111.29411013269	13003.267118909	11737.4093527549	-0.09807865861582901	-0.078554538695124	-1.228843688964845	-0.5271705985069275	-1.2696276605129226	-0.760622099041939	-0.5303288772702217	-0.905	12	22	-1.5117157705733746	-0.6231872638523853	0.0003606594263191	0.0132360349523911	2.0244486737620715	1.9501714053119887	0.1391361254460948	0.1416667589284866	0.0031673307001398	0.0039511946892073
ECU	6377.09153014217	6213.50127649921	11713.1715024724	11617.9087583298	-0.0614353662887448	-0.07219036253184498	-0.9960487037897107	-0.5152192562818527	-0.36351348320022253	-1.0916687548160533	-0.6530993580818175	-0.26	70	136	-0.6738463946333697	-0.0872797654607011	0.1822915035466537	0.2132315973044106	1.0768530395527611	0.9166668758628532	0.1912265603560567	0.5293415342699513	0.0189523278100859	0.0124075386187402
EGY	3379.55850951075	2444.29031115094	10895.9448542272	11014.4861365513	-0.0328650106558279	0.015743123486355	-0.5554254278540609	-0.769238218665123	-1.535848557949065	-0.555057190358639	-0.6374280005693435	-1.035	240	183	-0.1143234721624269	0.0623788933264312	1.1130576265251764	0.3278788756327684	0.6587595439909911	0.906272596625065	0.3847726215979039	0.4057895966210474	0.0364918259153617	0.0089302187021171
ESP	29461.5503337389	28170.1678643302	33525.7406299089	39655.150211071	0.00014567547352945006	0.016668944382511982	0.927093401551247	1.1155363917350776	0.0616818976122885	1.0590097606182105	0.9413209408521646	1.0325000000000002	429	941	0.9322768227872706	0.8261552961769221	3.5380340462067057	3.328057031506317	0.30176844384253	0.2275264198276972	0.4987825562517764	1.0960180008128542	0.0160156843377485	0.017672645769332
EST	20367.103161316	20458.4607286705	29135.7051198125	33964.3141525902	-0.0025368494910915	-0.05691788648634102	1.48304381966591	1.0056824237108237	0.6939949542284015	1.228068828582765	1.160189002752305	1.1325	266	839	1.0214537353413315	0.878376646950412	2.1739077671062823	2.9395059708666222	0.4616687934941327	0.3751954732569322	0.528895549896584	1.2178820663290038	0.0116468911252499	0.0183673512816803
ETH	566.926466461984	768.522307579386	1513.70340603175	2021.56104599467	-0.03599579568383099	-0.040122512871561204	-1.057838156819346	-0.485227517783642	-1.4544824659824398	-0.6340048387646675	-0.5499329790472984	-1.315	83	17	-0.9968619762716696	-2.4380514126973925	0.2271149119913572	0.0012008900231124	1.1929625683704712	1.974757255415238	0.1171496176845863	0.0323274335680944	0.0327842934127788	0.0045855112360533
FIN	50260.2998588958	46336.6632530127	41757.4021894413	47644.4283783986	0.0002321164215892102	0.011292699756037052	1.8461360037326848	2.1585448682308197	1.36540147662163	1.9844909012317649	2.2004386186599727	1.5550000000000002	245	808	1.67886767853189	0.9467389188273606	2.4596674486817798	2.9189788660508103	0.6167369123003044	0.5055969650026398	0.460053232617372	1.3322737562243587	0.0233626932052295	0.0146193124310615
FJI	5605.5703563549	6101.03083866498	11346.8672628645	13429.3159184274	-0.0011650213964433998	-0.06350341695481304	-0.5009643584489822	-0.6888574585318565	0.090768470428884	-0.7375468015670779	-0.0444549806416035	-0.7900000000000001	108	131	-0.5090852333128709	-0.0781709519448071	0.2970582038359083	0.1583028958000631	0.9016625672080312	1.0836955148841207	0.2393976117542851	0.2161798458201573	0.0214539740441979	0.0189301637113749
FRA	43011.2631028417	38812.1610341682	40144.0268283679	44755.3252758511	-0.00011661649388866997	0.012819486890270007	1.131892144680025	1.3961056768894227	0.47681174427270906	1.45064303278923	1.408113718032835	1.2125	409	958	1.495082581108801	0.8636576856999802	4.052043429595559	3.5169491860225737	0.4265334070067336	0.3144600258000273	0.4736935427279443	1.134783052311099	0.0209243981454119	0.0113133613039612
GAB	9663.42923977641	7230.39639268426	15370.9761530686	15006.7640910411	-0.085900631157038	0.057058615780251	-0.6421663463115692	-0.793716475367546	0.2894569709897043	-0.4948666915297505	-0.7344594448804853	-0.875	14	42	-1.2118052382707476	-0.4691262667815691	0.0026322141329435	0.03006356819861	1.965840788375768	1.5036192453431216	0.1074395607801982	0.1282315770043559	0.0063364822438559	0.0071907917217271
GBR	47425.6076805194	40361.4173832159	41265.9380854536	45955.3270123209	-0.0015772622703577898	0.018640706243712016	1.7242571413517025	1.5571558475494376	0.41388185322284704	1.7409939467906952	1.68196412920952	1.3125	280	924	1.7503222638147355	0.8743830699191457	3.1492874172003607	3.3881171204853104	0.6226950055072306	0.4053149548068275	0.5080108016521502	1.220256107567255	0.0294010135758254	0.0136635387068676
GEO	4739.18833846421	4357.00093554628	11575.547210705	13589.7073915159	7.210040710516008e-05	0.065931584996679	0.7621302306652069	0.5584753677248955	-0.525069907307625	0.01153212878853075	0.44369197264313676	0.0675	99	115	-0.1314753739445125	0.0328720800923012	0.3284977087575526	0.1748421870868148	0.8400042460540176	0.9601761217185814	0.2343017897282298	0.3977930650123109	0.0131692833835599	0.0074176958758546
GHA	1971.03334675411	2025.93242386751	5454.14389253995	4996.63870607304	-0.014654803012366014	0.06436920029520604	0.08295262255705875	-0.119554433040321	0.06290131248533751	0.0517508178018035	-0.110272870399058	0.45249999999999996	80	62	-0.8166359288753362	-0.8486863167197675	0.1658004138416264	0.0501021774130552	1.0579680040954915	1.3863795791847893	0.1715264761210378	0.1949381821759618	0.0215717456235157	0.0073630425922403
GIN	787.23807021997	855.573639877367	1804.54214982762	2417.79918672692	0.03259695208660201	0.17971788309265901	-1.0218336880207075	-1.1994965672492974	-1.215040236711505	-1.3971509337425223	-1.05987510085106	-0.945	28	14	-1.6343146923038792	-2.312087738438613	0.0169091493015916	0.0012244681197408	1.5863058089458388	2.252881713493038	0.0698106908928452	0.1816614703800977	0.0102092751671698	0.00130591573268
GNQ	19394.0299929972	9667.91225173046	33696.1264123214	22551.083245578	-0.06085863522803201	-0.07100183384670196	-1.3914558589458452	-1.5714183449745176	0.03231397084891799	-1.3397882580757126	-1.5883578956127176	-1.94	7	26	-1.716818825125474	-0.3781424942535624	1.7953233666029018e-06	0.0186817014863504	2.621280046133423	1.8581283651025275	0.0420444504350027	0.0658262328367333	0.0034218005486223	0.0073406458523214
GRC	21760.9797507704	18930.2186276597	26838.4551682373	29233.7966332607	-0.00037685762371128	0.006173555245666052	0.4965384379029275	0.4224466904997825	-0.156932890415192	0.45675404369831074	-0.11393502634018675	0.7075	229	566	0.271474070908466	0.5951349571297437	1.0846687127260963	1.5334036177956412	0.5479896646241474	0.49026359271829	0.5062029368891805	0.7394934315021375	0.0205290741098398	0.0243008021257266
GTM	3779.64231923143	4451.45098144235	7758.49313511813	8317.36410115835	-0.014534580449722199	-0.032385257229800006	-0.17536501586437225	-0.721335977315903	-0.6769203394651415	-1.0396128594875336	-0.63633967936039	-0.34500000000000003	199	214	-0.1374528133599173	0.0598239417779754	0.7405283762959417	0.3246207451702387	0.7094163264269432	0.909712314671886	0.4250131942103247	0.3584042837229788	0.0310120696808427	0.0190441943263165
GUY	5407.0899628323	6124.92996724861	10951.6769709817	12005.358645387	0.014981259016845988		-0.601165533065796	-0.13618113286793251	-0.38165022805333126	-0.5453387498855592	-0.6887194365262984	0.052500000000000005	43	77	-0.7966769066589618	-0.4665609378957626	0.0601657969498716	0.0662728450714845	1.2637207157267654	1.0372528169393556	0.1526213174330425	0.4290912306864362	0.0117928109997433	0.011079257202302
HKG	40315.2855640552	46165.8565115953	54781.6471649487	59849.2481763342	-3.5454470875999994e-06	-0.2417188952776999	1.9293890893459298	1.7660557031631476	1.0077456086874022	1.6424023807048775	1.7141027152538275	0.62	246	869	0.9168511436390152	0.8844822064136224	2.8598547740850138	3.211728991174179	0.747279918813616	0.4058341084384737	0.2276153082867378	1.1670191400755496	0.0480346851302006	0.0224404281354057
HND	2206.05193412773	2453.72789597457	4452.58301911362	5561.9963118339	-0.007195220031541101	-0.039832854589638984	-0.22786028683185572	-0.6930697113275529	-0.4283116310834885	-1.0383305549621595	-0.8775483369827273	-0.45499999999999996	142	162	-0.4009668629807688	-0.1066031663007457	0.500220785079108	0.2370079911186985	0.8861494720742652	1.0551506398743151	0.3160424162654221	0.2814466617288242	0.0303625715500097	0.0227093131096101
HRV	13599.4097770608	13451.6249479152	22060.7411314836	26885.6584063112	-0.0019325964884388202	0.06586476435080897	0.4634322598576545	0.6655233949422837	0.6231047064065935	0.26870881393551826	0.10419953125529025	0.52	260	568	0.910445420315684	0.7794051491909406	1.6719060284264553	1.7310832783383596	0.4804244823997322	0.4143991923038117	0.5654100028871774	1.0586732531147232	0.015046968351848	0.0170588384647568
HTI	1402.1001557234	1294.23974604323	2897.2147945697	2980.96085581817	-0.0009758483012696995	-0.0027853343586190073	-0.9979586601257315	-1.7340205311775225	-0.7632257193326949	-1.3037188947200775	-1.205836951732635	-0.7625	51	21	-0.9877438375202672	-0.8554362323956103	0.1108190886819279	0.0107060814194228	1.4713135410324154	2.154369371142212	0.1894097922257065	0.0423473261006114	0.0250745752315691	0.0055521034927988
HUN	14267.0121547683	14605.8543453283	25642.5566762677	29559.2144705633	-0.00099406230215909	-0.01279781353415487	0.9196847230196002	0.6230452805757523	0.7213999480009079	0.6161500215530396	0.310523334890604	0.72	258	818	1.515064456339714	0.909906120592338	2.4072536670886144	2.9258304167158102	0.5575622983798773	0.4157433327764059	0.5440563528821319	1.2362457050055835	0.0151632866114443	0.016092321762559
IDN	3491.62479085767	3837.65173121117	10278.139920209	10935.8417542919	-0.016672044887248504	-0.03488680161826099	-0.23344430513679998	-0.1920721447095275	-0.5748664140701295	-0.510415241122246	-0.6293118745088575	0.0625	213	244	0.0161145296748466	0.3481099617850921	1.4091362404883776	0.6461187739970776	0.7046028771575802	0.8727446693141012	0.206307996594262	0.2893259881755726	0.0337776527124616	0.0117109802005204
IND	1573.88149211052	1981.6510498992	5233.86854281857	6185.99389258543	-0.007578276442693102	-0.04185277842352399	-0.4339288994669915	-0.13554324279539276	-1.2107978314161312	-0.07080490700900574	-0.4987458363175393	0.42	267	115	0.2973526221362942	-0.0649219816454887	1.8210728110135663	0.2099744256898878	0.576363842281441	1.3779986551195385	0.2662151026680998	0.2671835769510056	0.0226113577148128	0.001475826023806
