prod	ann_rca
0709	1.3499060865428476
0714	0.5284535343576017
0803	1.9985082059460517
0807	1.0650777170125985
0910	2.2557349653228536
1504	1.1672933741330644
1516	0.6702284978811262
1604	2.8807897828222253
1605	0.7272550582335091
2002	0.4887613105826311
2601	1.0103943860786682
2711	8.079007536456192
2714	0.7489606682878504
2814	1.0141103377830087
6101	1.3997776329725358
6104	2.12797960442335
6207	1.4130342717703748
7202	2.0503084333931194
8902	0.5625846813677482
8907	1.4239617243939349
0604	0.8791830668510807
0805	1.6941826282565313
0908	0.9025261395537529
1404	1.338499659889423
1801	2.4076635193374103
2302	0.8921575976507425
2609	0.17668055196920215
2616	0.3764150082021475
4402	1.5996982264976878
4403	3.1593534166200747
4420	1.9965913435988987
6106	2.24168854538495
6111	1.4510050049959382
6208	1.3554847297416865
6301	0.8303628009948705
6306	1.6033925979174597
8905	1.8522605676483908
8906	0.9536731826126501
0904	1.5096927229065014
6105	2.8117341566909992
6216	0.5842881275001545
8609	2.0730813487903426
8901	4.474140951404927
8904	1.0313748312478916
0902	2.540296771949904
1902	1.4773554564161089
4301	0.2356710740461688
6113	0.7247330404317395
6117	1.1827669719343163
6212	1.232867004583599
0901	6.018587664391488
1703	0.6036175793782053
2505	0.646652863530319
2614	0.3124138421326486
2619	0.2973590311876376
2701	0.9394494875668284
3101	0.6938495344110692
3915	1.6352543479176833
4015	0.9785197660313104
6107	1.4698215537853756
6114	1.8894052010909377
6116	0.7995478932864079
6204	3.1574287726943813
6205	2.864368855553251
6209	1.4012413623321203
6211	2.3591555061560743
6307	1.2077795339250705
6310	1.3649615690522832
7204	3.786492986042834
7502	0.448008968248378
7801	1.6388321446576122
8105	0.6028011486607823
6305	2.136571461782154
0711	0.5792135335950425
2715	0.6110656985202673
6109	4.260888810477089
6110	2.9956836993868987
0103	0.05368284877192641
0401	0.6786565105507891
2703	0.4329013596978228
0403	0.4969852578120158
0207	1.5984901132207114
0406	0.7935308288806943
0601	0.2880946371320302
1004	0.1447198114217581
1104	0.5633038664391301
1517	0.8165629583422691
7106	0.413233940809622
0407	0.4439038803907017
0105	0.2741137383703233
8478	0.6010554481647187
1103	0.6961326372707929
2009	3.111127179088853
6206	2.0950256407001913
0806	1.6580991816670054
0808	0.8949385177517313
5701	1.2176761509149197
0706	0.31025284052212243
2801	0.37454304845150616
3104	1.512195083326554
3203	0.6550942206202341
0602	1.2489137648015438
0810	1.2336661029280982
1105	0.1956920726951927
1701	4.964837169229868
2007	1.4741973498255694
3401	1.9849917895118026
7102	2.039418780969358
7103	1.4325845337879513
0702	0.46104450930155944
0705	0.19246314191043123
2001	0.7846485606555667
2520	0.5358025798360091
0802	1.9141697772175132
0909	1.2022846556194946
3103	0.4621319025257263
7214	1.1694628465403256
1302	1.3063273516210274
2008	2.2713099793146574
2511	0.4510086906342779
5105	0.5050723119197265
5205	1.3856360794999922
5208	1.2949050941653213
2529	0.39548658312587404
5211	0.5505754231823078
2005	1.1346819097856462
6802	1.7947717085920205
4504	0.30253973024698183
6914	0.5977791566402635
0811	0.7473552341627412
1509	0.468087050885412
3102	4.6966968557366675
6115	0.931345232699505
6202	1.740163523482494
5601	0.539235027980514
1507	0.8073480154117755
1515	1.2929374289988962
2710	23.827627645830667
4819	1.3016971900608891
1905	2.3677965832646306
2208	4.390504370823939
2608	0.3641701355367402
3924	1.5696273386142057
6108	1.3882440462094063
6203	3.949923074471429
2702	0.07379495242702276
3604	0.23263183816637714
5705	0.8003243661805739
6214	0.7602088467890303
6304	0.9383265490164246
7403	1.6599195136601388
6302	1.257466838107616
2613	0.17449412029574643
4907	1.2322501969900062
2101	1.4983359188221734
3802	0.7128839943851406
5401	0.5316061088975059
6102	1.4234958881200865
1803	1.117174174108282
1804	1.0455221701915418
1805	0.9908117038198153
2306	0.7906217551980927
4407	6.891283439531037
4409	2.3798899908895588
4412	1.265930161849819
6402	1.1939985539627276
8001	0.29019596843242434
5810	0.4249166716317835
2516	1.084854510460242
2837	0.3715573824923356
6002	0.7867689073665912
1704	2.3463181801406523
2834	0.522189899658189
7404	3.0377799497242557
5209	1.1882446944859684
2530	0.9591662541532897
3602	0.46477011217642755
2503	2.244763106590933
4013	0.8292196445042994
5407	0.8456240083774882
2805	0.4469648329196415
7116	0.5266944116287228
2942	0.4006653346380812
9602	0.5171634747772547
1512	0.7283038078685795
5515	0.681858615759449
6801	0.38336013044708195
7114	0.26492206377044697
1003	0.35338493961409834
1204	0.3996594564102375
1206	0.5666032585318014
1514	0.19062605594596413
2303	0.177672740585406
4705	0.08544516733741157
8602	0.1633831233598732
8606	0.17995188308023863
1107	0.31295206370339745
8108	0.18762982815580495
4401	0.7012620459566419
9402	0.8469432950192354
2206	0.45824380811548227
1108	0.5055366181224893
1208	0.28744764962775615
2825	0.5407972115405386
8410	0.48026546204858395
7201	0.2996419753148814
2308	0.324582529926537
3105	2.2023952481651974
7401	0.23705550989322474
3916	0.4280819650427522
7504	0.11103629799087669
8707	0.30288140377988676
7019	0.9281289384001654
3505	0.3191988279469231
3701	0.417991686594944
3820	0.407568407285406
4813	0.3610349563060464
4814	0.24808262630790467
8701	1.6748582889653014
6813	0.6777122567427107
8112	0.2177778550551894
8432	0.9652935478511067
2708	0.12489338676695204
2803	0.32733057978130947
7508	0.379838482437537
8403	0.2376423667526604
0505	0.17562336546531154
7605	1.0296778885492301
8104	0.13774335580586264
9616	0.2070230485737894
4410	0.44825855819615923
4416	0.23087948023954488
0408	0.16915680469652886
5804	0.5177276454589814
6406	0.513051133585795
6505	1.3527748401868542
5408	0.3381314696829611
2526	0.2130858141168839
3817	0.4690276264924385
5516	0.3301655394230971
7203	0.8332599015294462
6806	0.5114163929024257
2926	0.12638334202883303
4503	0.19907941310233176
4803	0.5012566967489962
3405	0.660021003061978
7612	0.507098714255516
2402	4.411856416925842
4820	0.9753522463742339
6309	6.404701225813062
7317	0.5126722886508773
8506	1.2649264774469138
3923	2.718837057581333
2102	0.6996095169884238
2508	0.6730053741174582
2716	0.3123741915640946
1519	0.5705372599018105
1520	0.3827006036947729
3404	0.3800535554191663
8471	2.117364570905331
8473	1.9337087587973996
8521	0.9129719066872383
8540	0.4828334715315405
8542	1.0839441912712693
9613	0.29857215771222734
4007	0.17962315156347122
4902	0.29190098066983494
1806	1.7771817806764723
4805	0.5984365045321823
2905	2.638882264757579
2907	0.2022404196854934
2915	0.6268787828985296
2916	0.30040255531803534
2923	0.31194099095452765
3912	0.666967520021714
1601	0.5736364357370934
2203	1.2374701025332004
5607	1.4890228910512349
4203	1.1957582156690634
5513	0.5857078454458883
2713	2.2058062473008357
2909	0.9731471256217005
8311	0.8791698664378386
2003	0.17681018636552123
3202	0.4077723303830369
3302	1.1448468024099703
2106	2.8606015191504373
6908	0.7577143914215788
3702	0.17969562553441673
3901	6.245836519499123
2105	0.3413535367074136
4818	1.3953056174815586
1904	0.8453749638840727
2202	2.380975763080216
4821	1.2298136275018223
2309	1.1541271325543145
9101	0.9166698743417789
7112	0.8213913943907853
8607	0.46679800943530864
8706	0.22100200518671906
7301	0.498271660406375
3603	0.4368883740056783
2712	0.777581920285813
2841	0.44148422428924206
2901	0.8331516898207617
2902	0.4560540477675479
3902	1.9775272429598845
6807	0.581711790985259
6811	0.3860143766119058
7303	0.7638884741839892
7408	0.4353717004739634
7601	2.4766844940408195
7901	0.905451304288789
6303	0.5365564821533442
7614	0.5651187985006397
2809	0.228915601464546
2835	0.6834436699035162
2104	1.029947313086076
8908	0.6589603837326169
9301	0.3375442836103221
2817	0.3875266202951538
2519	0.22922275542090334
2818	1.149655402733849
2849	0.3561519037545279
7207	1.269180848982024
2822	0.1376457388758604
8201	0.7909803742678156
2807	0.24712295927986774
4702	0.0970250511353286
2517	0.5837847570270366
2922	0.5252447041514693
4421	0.9781054158063793
2804	1.0331728876496398
2830	0.2758645413812573
2836	1.0671803891842253
2843	0.19868316282795406
7110	0.0969880067274902
7505	0.14192660542809074
7506	0.1056205257717826
8430	2.8768836412644982
9705	1.6346646251029242
2812	0.12470156752058667
7115	0.09814565454832246
8702	1.3625093479399097
8709	0.5277675846863435
8710	0.28469150301903823
9306	0.6200401257868331
2840	0.3016298782224087
8805	0.28360786418621653
7209	0.7309197519978143
5510	0.22095936217700862
2704	0.3430282554032645
8601	0.05191131610438153
2706	0.07697907662656872
4806	0.19979842989597096
7007	0.6988245690309461
7208	0.9692810000667246
2707	1.9739767708935851
4408	2.605660801988785
8429	3.270592502526558
3811	0.6418485582349115
2103	1.2261023316682693
4415	0.7352500294076145
2851	0.29593667311596117
3905	0.5408874466967879
5902	0.21322570312370637
2846	0.12216960690799941
2850	0.11518557139375939
3818	0.15650860569556282
9013	0.2248406539261285
9006	0.6726254968884079
9011	0.4701659614167644
2507	0.21181258872680597
5502	0.13863140039535476
3705	0.07682829637992254
3906	0.4822898930148982
3910	0.2685841103115131
3911	0.5807933794468999
3919	0.8835659495788203
7004	0.17404862320343653
8101	0.19308573101899745
8102	0.0706788573264104
8427	1.0653925769568697
8457	0.142518496935319
8479	3.0924911990662687
8543	1.2093628057974195
9010	0.20096060789338802
6904	0.22991270891210047
7407	0.4186763494632649
6902	0.45178347083371345
2914	0.28443527955479875
2930	0.3578223014155349
7219	0.4397060237650316
2823	0.3891349004987118
2827	0.6008020529036007
8445	0.4356395843979255
9608	0.8068728708825175
4704	0.11175563208986286
7224	0.13568375108924008
2833	0.8819369476973371
8523	1.1959686286493396
9615	0.2995379883679561
7104	0.372910972741235
8111	0.07898304344399991
8529	1.4218778280626962
9002	0.5248590231829953
7406	0.13296792005210406
8447	0.4358573961406992
8456	0.31119707314389755
7014	0.09178978868752052
8103	0.16596358268554268
8443	1.377283287542378
8534	0.6428975488464669
9108	0.1024397638383898
2931	0.14626083943494766
9001	0.616381662432314
9017	0.750484796263419
9027	1.8846686338150958
7410	0.17794089088559656
7017	0.5361700961050504
8423	1.1665202029843438
8476	0.2801688391879595
2847	0.3530738152802313
2910	0.08052275780720512
2917	0.2503885374367926
8703	3.7580350363818624
4801	0.5425044357272449
4810	0.7455107357773078
3809	0.5212710320843359
2933	0.783143476875619
2934	0.2761558472681564
3907	1.5753070697670606
3908	0.2149727806346103
8209	0.2821780872442081
2811	0.504619421213054
2903	0.393244619823063
9022	0.958868993958656
2815	0.7329495102770116
2925	0.19560885562381616
2936	0.5748288552401923
8539	0.8469727493019591
9007	0.7927437020616958
9012	0.2461785178470407
9207	0.3956016759261192
3814	0.9768457076526847
3204	0.863511948220705
8484	1.7330152936553467
7002	0.14126786877674619
7503	0.21867020250006897
2906	0.16422677886247786
2929	0.4395922208604563
2940	0.1883129653553511
3904	0.6413502998234081
9018	2.671013312665828
2912	0.38230926370501267
2935	0.1545892365245039
2938	0.24789168219762148
2941	0.5185766498528541
3001	0.1962722725736912
3215	0.6816940727199728
9019	0.8160067376171823
3403	0.7791702339816292
8204	0.9738554631224685
2920	0.17132738321244548
2928	0.13460487995287332
3821	0.33676112034501837
7006	0.12230394207294583
2921	0.24896826313523893
3801	0.24642733708431372
3810	0.32374390119607804
2918	0.5205720474232447
2924	0.30572207104845356
2932	0.31050029642721766
5504	0.1080771029359654
8714	0.5361849946168848
9105	0.2837741855394616
8437	0.9737403746309672
8545	0.3445871643945178
9026	2.071465740653211
3212	0.4383680435532477
4002	0.5847644671543419
3004	4.303167200658675
9102	0.9097130263755803
5404	0.3111880874425581
9024	0.7919091510661378
9030	2.3650654200738925
9031	1.9679835624677118
3006	1.1615080020661321
8461	0.4825970346611388
8440	0.5015907036202828
9701	0.967363801193446
9703	1.153607120221427
3304	2.061782895740307
8424	1.383228518434364
5704	0.3313643911923764
9020	0.8209567478436826
3003	1.4762149855156594
4911	1.6154974060945648
8524	1.0884411910572813
3005	0.7736070332547617
2939	0.3943711839687596
5503	0.531196823600159
9111	0.11269444397271225
3913	0.45323864690711946
8434	0.5399581794697697
7409	0.39828800833114364
3207	0.22995756795889336
3506	0.8693219535518252
7220	0.23060403018095896
8477	1.0303953737462943
7111	0.07894452982197263
8206	1.3488265716730496
3303	1.3688578048353282
3306	0.9538337496973134
8411	2.0136683460733127
3307	1.4081856498571965
7113	0.8836147925712976
3305	1.1140418895789763
3208	1.0818317727716429
3909	0.814790662340857
3823	1.6814588498684089
4706	0.24536909866294057
6215	0.38014543459067424
7018	0.3435860997855835
8513	0.354721228221406
8475	0.2717918512354477
4012	1.4407254435684616
7221	0.09612604526331085
7507	0.19071763467830113
8408	0.7492218519990897
8444	0.12101690253267414
7415	0.40452340002354964
7205	0.2914855376230854
3812	0.39679935506203606
2904	0.3074698419051139
1702	0.5452217670526348
3903	0.7224803284366179
8452	0.8941828733338871
8472	1.6986249595118448
8505	0.34688624925923683
8548	0.42565215514565713
7020	0.38591921419191544
7218	0.1266853757413317
8401	0.06926917515821858
8416	0.5946115472614435
9612	0.5934695048652452
4811	0.5931236279319091
7225	0.3226467184712166
4809	0.3717147665153629
8433	0.7005988905094507
5603	0.5427485001876178
7323	1.0797844564816133
6815	0.4963209584349921
4005	0.3205541015695375
4414	0.3217132546838592
2403	1.2210938883946274
4011	2.509027406971762
4014	0.6109809574004845
8450	0.5217142223665008
9503	0.7790597779665478
8470	0.8608076142423849
8518	0.9840829713374403
8527	0.6004067313285552
8711	0.8304482731200714
9617	0.23812512812889053
8003	0.1293692150745337
8510	0.3040450867180369
8519	0.5414242589352336
8533	0.634548872813767
5210	0.48527836217389053
4009	1.3082367865379028
4016	1.7328111934507324
7009	0.47199438533779875
7320	0.5913442842417873
8409	1.901612498911242
8537	1.543833627282132
8547	0.5841706037844289
8708	1.0900230020328536
8536	2.092466666157105
8538	1.1085644999896165
7003	0.450332965159829
8306	0.810775618442178
4201	0.36148182622233976
4202	1.229108025015003
5212	0.6229617430063571
5807	0.7872072192652843
6112	1.3553591730618058
6217	1.2584243690163839
6403	2.3558640123713173
6404	1.1918832108903552
7117	1.4047575096318627
8453	0.43763438632416407
5206	0.2972120369555594
5509	0.5692520277446704
4303	0.2698792476958041
6001	0.362152474050524
6506	0.9519952442141554
8308	0.46324709123969016
9003	0.39392562698293243
9004	0.631205416361774
9113	0.4192531455851203
9209	0.40467580886866394
9505	0.44977210600388395
9606	0.8385443436126665
9618	0.5201424011474834
6702	0.2249542982144476
8215	0.58992470086468
5309	0.32873534458811476
5801	0.4139227144681361
4418	1.459557315663224
4804	0.8238954351683088
2522	0.3120484839221469
4411	0.6215758608301069
4419	0.4851580414441454
5602	0.4234124343533567
3925	0.9253028259363617
6810	0.6151700792109636
7610	0.9132311794277436
9403	2.9369466522300796
8504	2.32400305852701
8509	0.6310427863755437
6210	1.6359344786149417
3806	0.22413883114555774
4802	0.9865301426831897
8412	1.6776480312564528
9303	0.44615719640802726
9304	0.32983189012033154
7315	0.9442651974337277
8413	2.5695287031841705
8419	1.6507613327241628
8441	0.7360913027118733
8483	1.5229398910225584
8485	1.7623901234604271
8439	0.32924604169045835
8462	0.8130168041257942
8608	0.23598858327363675
8604	0.1755412713324804
4903	0.3332149807115931
4908	0.4734294954321925
6601	0.3463317944393219
9205	0.32624343499691627
9506	1.0696207589386497
9603	1.1672181693768993
3214	0.9468168323215033
3914	0.16095716904932694
5007	0.2550033823298772
5112	0.31693656979173446
5111	0.26564672319935506
9401	1.031472904301453
5107	0.24687249625889127
3920	1.9058502359739862
5508	0.3275869848052081
9607	0.510359292476972
5512	0.8110410369217711
5514	0.594166597406965
5402	0.9581737235805794
5806	0.6484029226760406
7016	0.3666871570705085
8214	0.4103767993105988
7615	0.7335422585222148
6911	1.0515190676113804
6912	0.9162959536687134
7418	0.5136978762844668
9609	0.5395483995770793
7229	0.21142619311076685
5703	0.6816621753954932
7013	1.4168530783380835
9404	0.8840031507713186
3918	0.6550874943587813
6907	0.39334979043540885
6910	0.696303736159007
7312	1.2148110604992715
6803	0.15748918264705755
8525	1.4668527242780836
6401	0.8675112247188177
6913	0.6217886592806313
8528	1.0270067535028158
7306	0.995167410729946
5106	0.18220985935922218
8715	0.19028101948564202
2201	1.2391061018907759
6903	0.32811703505673523
6909	0.24667519989329406
8414	1.882079818117158
8544	2.011648976963819
9202	0.3797036694284424
4909	0.2625724120058291
4817	0.5238657050471232
5501	0.3036833781763945
8407	0.9983304223932344
8208	0.8894836201614602
8406	0.6757807640664267
8460	0.4268244805426674
8481	2.1677874951233393
8526	1.347879350234012
8535	1.286772644075965
9032	1.1257794040786802
7223	0.2250441747365506
8507	1.973826445988768
8517	3.507350786871501
7227	0.19243683788032218
8415	1.0956276270895677
8446	0.39613796633342724
7602	2.666741065573638
3206	0.9015604557970467
8474	2.651354819789624
7005	0.7046649903521124
7210	0.8272793080337995
7212	0.4156185173400162
7211	0.2660430490121068
8420	0.3725190689597126
7226	0.253201105833386
7228	0.44723566583942065
7302	0.40075602049486153
3816	0.4500830718963312
7213	0.8341037920708579
7215	0.5023727188980418
7216	0.7848286577377621
7222	0.36072137574517793
8458	0.4472550100016415
4006	0.39540788435273244
7603	0.23713305169925306
8455	0.369184212189203
5903	0.5501745239683518
6804	0.8263077180310262
7318	1.3969488425616754
7607	0.7147518206741381
8480	0.8593195527803695
7311	1.363062765304397
8113	0.11411910369728212
8207	2.845510332265201
8459	0.8166956187997106
7308	2.6313157298547147
7008	0.1984124486668851
7309	1.3585168706755049
8716	1.6605714489515115
9406	2.2605553599534427
7217	0.9085838571713767
8449	0.16326768300303263
8454	0.28704397436940277
8466	1.0325653569326612
8515	0.9762002610919428
5911	0.5556199438520962
6805	0.4803735649100802
8508	0.5622695344036078
3922	0.6615163447905877
7321	0.617217430391794
7324	0.5468666217466741
7616	0.9486136194301541
8310	0.5138386323561277
7905	0.23220290648391143
8514	0.7094448437570942
7305	0.7194622723338732
7411	0.28230673903757625
7413	0.26023563428200774
8463	0.4637587562634455
8421	2.4341707445936205
8468	0.8631017914160964
4707	1.1496523371065295
7902	0.4687521829437538
8302	0.6821266631817223
8503	0.906665569521732
6809	0.6195414733190565
8531	1.1071781535532306
9025	1.2720549861242727
8467	1.1150007142150349
8202	0.6427494103070204
8211	0.562389231546021
9201	0.3727348915025623
8402	0.5940967069498564
8203	0.7881440151706138
4823	1.0386332686970872
8205	2.177278877366274
8530	0.6561012478866338
8213	0.29956402828196743
4807	0.17055710572109792
8212	0.6753470322935179
7907	0.43996109196444483
8301	0.6541358692666966
7314	0.6864137025953895
8303	0.5668128369327886
7604	1.077044573749572
8305	0.350665305095006
8404	0.3599347811156083
7322	0.3011717727822654
7326	2.5773195836946767
8605	0.05321670179334384
8546	0.6496630202830688
9029	0.46931735210797054
8511	1.029441638385913
8512	0.6490177184010592
8704	2.856408908463955
8803	2.388875825863617
9014	1.307214588891138
8482	0.9940517597837024
4010	1.0050840480641576
8425	1.7874683112125012
8713	0.32634088277634005
7304	1.8402072671972207
8428	1.725493154356393
8465	0.7286811223419347
8502	1.8681063774567188
8436	0.760785067133411
8438	1.9136751696528025
2821	0.23324756268494912
8422	1.3942416397384032
8451	0.7415927423037009
8426	1.8278782729634457
7412	0.27476232317205934
8603	0.04086603124120773
5403	0.20516579489370865
8448	0.6089449100786931
8418	1.727521353053256
2826	0.29428838888621484
8417	0.8377379249361968
8464	0.5888806703636285
8442	0.5763489400372422
7606	0.6207971292051015
2919	0.134048016106751
8431	6.391686706472698
5907	0.3453239857271216
8501	1.4140013110115075
9405	1.3473095314385144
9028	0.9106946954479013
6905	0.33533975143571787
9504	1.040342134083722
8712	0.7183307914302447
3406	0.40483788661490855
8516	0.9722714128261758
9033	1.0552792464968273
7325	0.7627874829047682
8309	0.7583143198629924
4808	0.35891044869950667
4008	0.658806643212351
8705	2.62120151673748
8903	2.7462430663529367
7609	0.3801501337357776
9305	0.42068940971668817
9508	0.5544960652906997
8307	0.4462078405965453
3210	0.6063697648178349
9005	0.6960446194820904
5906	0.23639929683057748
8405	0.8107788409096177
3407	0.3378199274654516
9302	0.41015430997244234
7419	0.567317704077512
4205	0.5480678306859197
9023	1.4401533266778566
3926	2.0440611447569106
3606	0.2521158156212091
2839	0.39175758414396356
4901	2.8644012830029246
1518	0.5227670063163822
7307	1.646418813546865
3921	1.099356163318813
3209	0.6797851216788815
7310	1.0783569162630726
3917	1.847477337739374
3402	1.470583608659599
7608	0.28821974101429493
7010	1.4958810584789313
