654	"0105"	"Fowl"	"4digit"	100
655	"0106"	"Other live animals"	"4digit"	100
656	"0201"	"Beef"	"4digit"	101
657	"0202"	"Beef (frozen)"	"4digit"	101
658	"0203"	"Pork"	"4digit"	101
659	"0204"	"Lamb"	"4digit"	101
660	"0205"	"Horse meat"	"4digit"	101
661	"0206"	"Edible offal"	"4digit"	101
662	"0207"	"Poultry"	"4digit"	101
663	"0208"	"Other meat"	"4digit"	101
664	"0209"	"Pig and poultry fat"	"4digit"	101
665	"0210"	"Preserved meat"	"4digit"	101
666	"0301"	"Live Fish"	"4digit"	102
667	"0302"	"Fish, excluding fillets"	"4digit"	102
668	"0303"	"Frozen fish, excluding fillets"	"4digit"	102
669	"0304"	"Fish fillets"	"4digit"	102
670	"0305"	"Preserved fish"	"4digit"	102
671	"0306"	"Crustaceans"	"4digit"	102
672	"0307"	"Molluscs"	"4digit"	102
673	"0401"	"Milk"	"4digit"	103
674	"0402"	"Milk, concentrated"	"4digit"	103
675	"0403"	"Fermented milk products"	"4digit"	103
676	"0404"	"Whey"	"4digit"	103
677	"0405"	"Butter"	"4digit"	103
678	"0406"	"Cheese"	"4digit"	103
679	"0407"	"Eggs, in shell"	"4digit"	103
680	"0408"	"Egg yolks"	"4digit"	103
681	"0409"	"Honey"	"4digit"	103
682	"0410"	"Edible animal products, n.e.c."	"4digit"	103
683	"0501"	"Human hair, unworked"	"4digit"	104
684	"0502"	"Brushmaking hair"	"4digit"	104
685	"0503"	"Horsehair"	"4digit"	104
686	"0504"	"Animal guts, except fish"	"4digit"	104
687	"0505"	"Feathers and down"	"4digit"	104
688	"0506"	"Bones, simply prepared"	"4digit"	104
689	"0507"	"Whalebone & horns"	"4digit"	104
690	"0508"	"Coral and shells"	"4digit"	104
691	"0509"	"Sponges of animal origin"	"4digit"	104
692	"0510"	"Animal products used in pharmaceuticals"	"4digit"	104
693	"0511"	"Animal products n.e.c."	"4digit"	104
694	"0601"	"Flower bulbs"	"4digit"	105
695	"0602"	"Other live plants"	"4digit"	105
696	"0603"	"Cut flowers"	"4digit"	105
697	"0604"	"Other parts of plants"	"4digit"	105
698	"0701"	"Potatoes"	"4digit"	106
699	"0702"	"Tomatoes"	"4digit"	106
700	"0703"	"Onions, shallots, garlic"	"4digit"	106
701	"0704"	"Cabbages, cauliflowers, broccoli"	"4digit"	106
702	"0705"	"Lettuce"	"4digit"	106
703	"0706"	"Carrots & turnips"	"4digit"	106
704	"0707"	"Cucumbers"	"4digit"	106
705	"0708"	"Legumes"	"4digit"	106
706	"0709"	"Other vegetables"	"4digit"	106
707	"0710"	"Frozen vegetables"	"4digit"	106
708	"0711"	"Vegetables, provisionally preserved"	"4digit"	106
709	"0712"	"Vegetables, dried"	"4digit"	106
710	"0713"	"Legumes, dried"	"4digit"	106
711	"0714"	"Tubers"	"4digit"	106
712	"0801"	"Cashew nuts & coconuts"	"4digit"	107
713	"0802"	"Other nuts"	"4digit"	107
714	"0803"	"Bananas and plantains"	"4digit"	107
715	"0804"	"Avocados, pineapples, mangos, etc."	"4digit"	107
716	"0805"	"Citrus fruit"	"4digit"	107
717	"0806"	"Grapes"	"4digit"	107
718	"0807"	"Melons and papayas"	"4digit"	107
719	"0808"	"Apples & pears"	"4digit"	107
720	"0809"	"Peaches & cherries"	"4digit"	107
721	"0810"	"Other fresh fruit"	"4digit"	107
722	"0811"	"Fruits and nuts, frozen"	"4digit"	107
723	"0812"	"Fruits and nuts, provisionally preserved"	"4digit"	107
724	"0813"	"Fruits, dried"	"4digit"	107
725	"0814"	"Peel of citrus fruit or melons"	"4digit"	107
726	"0901"	"Coffee"	"4digit"	108
727	"0902"	"Tea"	"4digit"	108
728	"0903"	"Mate"	"4digit"	108
729	"0904"	"Pepper"	"4digit"	108
730	"0905"	"Vanilla"	"4digit"	108
731	"0906"	"Cinnamon"	"4digit"	108
732	"0907"	"Cloves"	"4digit"	108
733	"0908"	"Nutmeg"	"4digit"	108
734	"0909"	"Anise, fennel, etc."	"4digit"	108
735	"0910"	"Spices"	"4digit"	108
736	"1001"	"Wheat and meslin"	"4digit"	109
737	"1002"	"Rye"	"4digit"	109
738	"1003"	"Barley"	"4digit"	109
739	"1004"	"Oats"	"4digit"	109
740	"1005"	"Corn"	"4digit"	109
741	"1006"	"Rice"	"4digit"	109
742	"1007"	"Grain sorghum"	"4digit"	109
743	"1008"	"Other cereals"	"4digit"	109
744	"1101"	"Wheat or meslin flour"	"4digit"	110
745	"1102"	"Cereal flours"	"4digit"	110
746	"1103"	"Cereal meals"	"4digit"	110
747	"1104"	"Worked cereal grains"	"4digit"	110
748	"1105"	"Potato flour"	"4digit"	110
749	"1106"	"Flour of dried legumes"	"4digit"	110
750	"1107"	"Malt"	"4digit"	110
751	"1108"	"Starches"	"4digit"	110
752	"1109"	"Wheat gluten"	"4digit"	110
753	"1201"	"Soya beans"	"4digit"	111
754	"1202"	"Peanuts"	"4digit"	111
755	"1203"	"Copra"	"4digit"	111
756	"1204"	"Linseed"	"4digit"	111
757	"1205"	"Rape or colza seeds"	"4digit"	111
758	"1206"	"Sunflower seeds"	"4digit"	111
759	"1207"	"Other oil seeds"	"4digit"	111
760	"1208"	"Flours of oil seeds"	"4digit"	111
761	"1209"	"Seeds used for sowing"	"4digit"	111
762	"1210"	"Hop cones"	"4digit"	111
763	"1211"	"Plants used in perfumery, pharmacy or insecticide"	"4digit"	111
764	"1212"	"Seaweeds & edible vegetable products"	"4digit"	111
765	"1213"	"Cereal straw and husks"	"4digit"	111
766	"1214"	"Forage products"	"4digit"	111
767	"1301"	"Lac"	"4digit"	112
768	"1302"	"Vegetable saps and extracts"	"4digit"	112
769	"1401"	"Vegetable materials used for plaiting"	"4digit"	113
770	"1402"	"Vegetable materials used as stuffing"	"4digit"	113
771	"1403"	"Vegetable materials used for brooms"	"4digit"	113
772	"1404"	"Vegetable products n.e.c."	"4digit"	113
773	"1501"	"Pig and poultry fat, rendered"	"4digit"	114
774	"1502"	"Bovine, sheep and goat fats"	"4digit"	114
775	"1503"	"Lard oil, tallow oil etc."	"4digit"	114
776	"1504"	"Fish oils"	"4digit"	114
777	"1505"	"Wool grease"	"4digit"	114
778	"1506"	"Other animal fats and oils"	"4digit"	114
779	"1507"	"Soybean oil"	"4digit"	114
780	"1508"	"Peanut oil"	"4digit"	114
781	"1509"	"Olive oil"	"4digit"	114
782	"1510"	"Olive oil, blended"	"4digit"	114
783	"1511"	"Palm oil"	"4digit"	114
784	"1512"	"Sunflower seed oil"	"4digit"	114
785	"1513"	"Coconut & palm kernel oil"	"4digit"	114
786	"1514"	"Rapeseed, colza or mustard oil,"	"4digit"	114
787	"1515"	"Other vegetable fats and oils"	"4digit"	114
788	"1516"	"Vegetable fats, hydrogenated"	"4digit"	114
789	"1517"	"Margarine"	"4digit"	114
790	"1518"	"Animal or vegetable fats and oils, processed"	"4digit"	114
791	"1519"	"Stearic acid"	"4digit"	114
792	"1520"	"Glycerol"	"4digit"	114
793	"1521"	"Vegetable waxes and beeswax"	"4digit"	114
794	"1522"	"Degras and wax residues"	"4digit"	114
795	"1601"	"Sausages"	"4digit"	115
796	"1602"	"Other prepared or preserved meat"	"4digit"	115
797	"1603"	"Extracts and juices of meat or fish"	"4digit"	115
798	"1604"	"Prepared or preserved fish"	"4digit"	115
799	"1605"	"Prepared aquatic invertibrates"	"4digit"	115
800	"1701"	"Sugarcane & sucrose"	"4digit"	116
801	"1702"	"Other sugars"	"4digit"	116
802	"1703"	"Molasses"	"4digit"	116
803	"1704"	"Confectionery sugar"	"4digit"	116
804	"1801"	"Cocoa beans"	"4digit"	117
805	"1802"	"Cocoa residues"	"4digit"	117
806	"1803"	"Cocoa paste"	"4digit"	117
807	"1804"	"Cocoa butter"	"4digit"	117
808	"1805"	"Cocoa powder"	"4digit"	117
809	"1806"	"Chocolates"	"4digit"	117
810	"1901"	"Malt extract"	"4digit"	118
811	"1902"	"Pasta"	"4digit"	118
812	"1903"	"Tapioca"	"4digit"	118
813	"1904"	"Cereal foods"	"4digit"	118
814	"1905"	"Bakery products"	"4digit"	118
815	"2001"	"Pickled fruits and vegetables"	"4digit"	119
816	"2002"	"Tomatoes, prepared or preserved"	"4digit"	119
